,path,type,rotation,final_col
0,./boards/video0/right/2024-01-26_15;36;01;0498.png,O,1,"(18, 0)"
1,./boards/video0/right/2024-01-26_15;36;01;0782.png,O,1,"(18, 0)"
2,./boards/video0/right/2024-01-26_15;36;01;0897.png,O,1,"(18, 0)"
3,./boards/video0/right/2024-01-26_15;36;02;0015.png,O,1,"(18, 0)"
4,./boards/video0/right/2024-01-26_15;36;02;0147.png,O,1,"(18, 0)"
5,./boards/video0/right/2024-01-26_15;36;02;0282.png,O,1,"(18, 0)"
6,./boards/video0/right/2024-01-26_15;36;02;0415.png,O,1,"(18, 0)"
7,./boards/video0/right/2024-01-26_15;36;02;0531.png,O,1,"(18, 0)"
8,./boards/video0/right/2024-01-26_15;36;02;0647.png,O,1,"(18, 0)"
9,./boards/video0/right/2024-01-26_15;36;02;0765.png,O,1,"(18, 0)"
10,./boards/video0/right/2024-01-26_15;36;02;0898.png,O,1,"(18, 0)"
11,./boards/video0/right/2024-01-26_15;36;03;0015.png,O,1,"(18, 0)"
12,./boards/video0/right/2024-01-26_15;36;03;0131.png,O,1,"(18, 0)"
13,./boards/video0/right/2024-01-26_15;36;03;0365.png,O,1,"(18, 0)"
14,./boards/video0/right/2024-01-26_15;36;03;0715.png,O,1,"(18, 0)"
15,./boards/video0/right/2024-01-26_15;36;03;0832.png,O,1,"(18, 0)"
16,./boards/video0/right/2024-01-26_15;36;04;0182.png,O,1,"(18, 0)"
17,./boards/video0/right/2024-01-26_15;36;04;0297.png,O,1,"(18, 0)"
18,./boards/video0/right/2024-01-26_15;36;04;0416.png,O,1,"(18, 0)"
19,./boards/video0/right/2024-01-26_15;36;04;0565.png,O,1,"(18, 0)"
20,./boards/video0/right/2024-01-26_15;36;04;0681.png,O,1,"(18, 0)"
21,./boards/video0/right/2024-01-26_15;36;04;0915.png,O,1,"(18, 0)"
22,./boards/video0/right/2024-01-26_15;36;05;0147.png,O,1,"(18, 0)"
23,./boards/video0/right/2024-01-26_15;36;05;0382.png,O,1,"(18, 0)"
24,./boards/video0/right/2024-01-26_15;36;05;0967.png,O,1,"(18, 0)"
25,./boards/video0/right/2024-01-26_15;36;06;0252.png,O,1,"(18, 0)"
26,./boards/video0/right/2024-01-26_15;36;06;0407.png,O,1,"(18, 0)"
27,./boards/video0/right/2024-01-26_15;36;06;0717.png,O,1,"(18, 0)"
28,./boards/video0/right/2024-01-26_15;36;06;0884.png,O,1,"(18, 0)"
29,./boards/video0/right/2024-01-26_15;36;07;0033.png,O,1,"(18, 0)"
30,./boards/video0/right/2024-01-26_15;36;07;0432.png,O,1,"(18, 0)"
31,./boards/video0/right/2024-01-26_15;36;07;0549.png,O,1,"(18, 0)"
32,./boards/video0/right/2024-01-26_15;36;07;0682.png,O,1,"(18, 0)"
33,./boards/video0/right/2024-01-26_15;36;07;0799.png,O,1,"(18, 0)"
34,./boards/video0/right/2024-01-26_15;36;18;0416.png,O,1,"(18, 0)"
35,./boards/video0/right/2024-01-26_15;36;18;0532.png,O,1,"(18, 0)"
36,./boards/video0/right/2024-01-26_15;36;18;0666.png,O,1,"(18, 0)"
37,./boards/video0/right/2024-01-26_15;36;18;0782.png,O,1,"(18, 0)"
38,./boards/video0/right/2024-01-26_15;36;18;0899.png,O,1,"(18, 0)"
39,./boards/video0/right/2024-01-26_15;36;19;0015.png,O,1,"(18, 0)"
40,./boards/video0/right/2024-01-26_15;36;19;0132.png,O,1,"(18, 0)"
41,./boards/video0/right/2024-01-26_15;36;19;0249.png,O,1,"(18, 0)"
42,./boards/video0/right/2024-01-26_15;36;19;0365.png,O,1,"(18, 0)"
43,./boards/video0/right/2024-01-26_15;36;19;0483.png,O,1,"(18, 0)"
44,./boards/video0/right/2024-01-26_15;36;19;0605.png,O,1,"(18, 0)"
45,./boards/video0/right/2024-01-26_15;36;19;0732.png,O,1,"(18, 0)"
46,./boards/video0/right/2024-01-26_15;36;19;0849.png,O,1,"(18, 0)"
47,./boards/video0/right/2024-01-26_15;36;19;0982.png,O,1,"(18, 0)"
48,./boards/video0/right/2024-01-26_15;36;20;0116.png,O,1,"(18, 0)"
49,./boards/video0/right/2024-01-26_15;36;20;0232.png,O,1,"(18, 0)"
50,./boards/video0/right/2024-01-26_15;36;20;0365.png,O,1,"(18, 0)"
51,./boards/video0/right/2024-01-26_15;36;20;0499.png,O,1,"(18, 0)"
52,./boards/video0/right/2024-01-26_15;36;20;0616.png,O,1,"(18, 0)"
53,./boards/video0/right/2024-01-26_15;36;20;0733.png,O,1,"(18, 0)"
54,./boards/video0/right/2024-01-26_15;36;20;0867.png,O,1,"(18, 0)"
55,./boards/video0/right/2024-01-26_15;36;20;0985.png,O,1,"(18, 0)"
56,./boards/video0/right/2024-01-26_15;36;21;0117.png,O,1,"(18, 0)"
57,./boards/video0/right/2024-01-26_15;36;21;0234.png,O,1,"(18, 0)"
58,./boards/video0/right/2024-01-26_15;36;21;0348.png,O,1,"(18, 0)"
59,./boards/video0/right/2024-01-26_15;36;21;0467.png,O,1,"(18, 0)"
